-,-,-,-,-,-,-,-,-,-,-,-
0.13,0.95,0.15,0.92,0.55,-0.06,0.97,1.07,77,548,54,52
0.12,0.95,0.15,0.73,0.67,-0.31,0.97,1.04,82,547,54,52
0.13,0.95,0.15,0.73,0.79,-0.55,0.97,1.21,82,549,56,54
0.13,0.95,0.15,0.61,0.61,-0.31,0.97,0.92,85,549,55,55
0.12,0.95,0.15,0.85,0.79,-0.06,0.97,1.17,94,547,53,54
0.13,0.95,0.15,0.67,0.98,-0.61,0.97,1.33,85,548,57,52
0.13,0.95,0.15,0.67,0.92,-0.79,0.97,1.39,96,550,59,52
0.13,0.95,0.15,1.10,0.61,-1.04,0.97,1.63,80,549,59,54
0.13,0.95,0.15,1.10,0.43,-0.49,0.97,1.28,98,550,56,52
0.13,0.95,0.15,1.04,0.61,-0.85,0.97,1.48,82,551,61,50
0.13,0.95,0.15,0.61,0.67,-1.16,0.97,1.47,78,550,60,51
0.13,0.95,0.15,1.04,0.49,-1.40,0.97,1.81,89,552,59,50
0.13,0.95,0.15,1.10,0.31,-1.22,0.97,1.67,104,553,57,50
0.13,0.95,0.15,1.46,0.43,-1.53,0.97,2.16,83,556,62,50
0.13,0.94,0.15,1.40,0.55,-1.83,0.96,2.37,107,557,62,48
0.13,0.94,0.15,0.73,0.61,-1.28,0.97,1.60,101,558,60,44
0.13,0.95,0.15,0.61,0.67,-0.37,0.97,0.98,102,557,62,47
0.13,0.95,0.15,1.34,0.37,-0.55,0.97,1.50,93,559,63,48
0.13,0.95,0.15,1.22,0.43,-0.55,0.97,1.41,86,560,65,47
0.13,0.95,0.15,0.61,0.37,-0.43,0.97,0.83,86,558,65,49
0.13,0.95,0.15,0.61,0.43,0.37,0.97,0.83,86,556,64,49
0.13,0.95,0.15,0.31,0.55,0.18,0.97,0.65,89,556,65,49
0.13,0.95,0.15,0.79,0.49,0.37,0.97,1.00,96,556,63,49
0.13,0.95,0.15,0.12,0.79,0.67,0.97,1.05,96,552,63,53
0.13,0.95,0.15,0.31,0.73,0.49,0.97,0.93,92,552,65,56
0.13,0.95,0.15,0.37,0.67,0.31,0.97,0.82,98,552,64,54
0.13,0.95,0.15,0.12,0.79,0.18,0.97,0.82,106,550,60,54
0.13,0.95,0.15,0.37,0.98,0.24,0.97,1.07,121,552,64,55
0.12,0.95,0.15,0.12,1.04,0.00,0.97,1.04,106,547,63,54
0.13,0.95,0.15,0.12,1.04,0.00,0.97,1.04,125,548,64,55
0.13,0.95,0.15,0.37,0.85,-0.18,0.97,0.95,106,549,63,57
0.13,0.95,0.15,0.31,0.85,-0.12,0.97,0.92,105,547,65,55
0.13,0.95,0.15,0.24,0.85,-0.12,0.97,0.90,116,548,65,54
0.13,0.95,0.15,0.49,0.73,-0.18,0.97,0.90,121,550,65,56
0.13,0.95,0.15,0.73,0.61,0.18,0.97,0.97,126,547,62,57
0.13,0.95,0.15,0.79,0.67,-0.18,0.97,1.06,116,546,64,54
0.13,0.95,0.15,1.04,0.61,-0.06,0.97,1.21,109,546,64,54
0.13,0.95,0.15,0.98,0.73,-0.31,0.97,1.26,115,545,62,57
0.13,0.95,0.15,0.98,0.67,-0.37,0.97,1.24,101,547,64,55
0.13,0.95,0.15,0.98,0.67,-0.37,0.97,1.24,104,546,63,54
0.13,0.95,0.15,1.22,0.61,-0.31,0.97,1.40,100,548,65,58
0.13,0.95,0.15,0.85,0.61,-0.12,0.97,1.06,102,549,65,57
0.13,0.95,0.15,0.67,0.98,-0.12,0.97,1.19,101,548,62,57
0.13,0.95,0.15,1.16,0.73,-0.12,0.97,1.38,101,548,64,58
0.13,0.95,0.15,1.22,0.43,-0.06,0.97,1.29,100,545,63,57
0.13,0.95,0.15,1.04,0.55,0.18,0.97,1.19,97,544,63,58
0.13,0.95,0.15,0.67,0.61,0.24,0.97,0.94,96,546,61,59
0.13,0.95,0.15,0.73,0.73,0.85,0.97,1.34,105,543,60,59
0.13,0.95,0.15,0.98,0.49,0.73,0.97,1.31,113,540,56,59
0.12,0.95,0.15,0.85,0.67,0.79,0.97,1.35,105,538,57,62
0.12,0.95,0.15,0.67,0.67,0.67,0.97,1.16,123,538,55,64
0.12,0.95,0.15,0.37,0.73,0.49,0.97,0.95,110,538,55,61
0.12,0.95,0.15,0.37,0.92,0.43,0.97,1.07,96,536,56,63
0.12,0.95,0.15,0.43,0.49,0.24,0.97,0.69,94,537,53,63
0.12,0.95,0.15,0.79,0.61,0.31,0.97,1.05,116,537,53,62
0.12,0.95,0.15,0.85,0.49,-0.31,0.97,1.03,112,536,50,62
0.12,0.95,0.15,0.73,0.73,-0.18,0.97,1.05,107,535,49,64
0.12,0.95,0.15,0.67,0.61,-0.18,0.97,0.93,104,534,48,64
0.12,0.95,0.15,0.85,0.61,-0.06,0.97,1.05,113,535,53,64
0.12,0.95,0.15,1.16,0.55,0.06,0.97,1.28,88,534,52,64
0.12,0.95,0.15,1.16,0.67,-0.24,0.97,1.36,96,534,52,63
0.12,0.95,0.15,1.10,0.67,-0.43,0.97,1.36,95,537,51,64
0.12,0.95,0.15,0.98,0.55,-0.49,0.97,1.22,101,536,52,65
0.12,0.95,0.15,0.85,0.67,-0.37,0.97,1.15,89,536,51,65
0.12,0.95,0.15,0.98,0.43,-0.12,0.97,1.07,100,536,48,63
0.12,0.95,0.15,1.10,0.67,-0.24,0.97,1.31,104,537,51,63
0.12,0.95,0.15,1.10,0.67,-0.31,0.97,1.32,87,534,51,64
0.12,0.95,0.15,0.79,0.61,-0.31,0.97,1.05,89,538,52,63
0.12,0.95,0.15,0.92,0.79,-0.12,0.97,1.22,87,533,48,65
0.12,0.95,0.15,0.98,0.49,0.06,0.97,1.09,96,536,48,62
0.13,0.95,0.15,1.16,0.55,-0.06,0.97,1.28,88,537,50,64
0.12,0.95,0.15,0.92,0.49,-0.18,0.97,1.05,84,537,51,63
0.12,0.95,0.15,0.79,0.55,-0.24,0.97,1.00,92,539,51,63
0.12,0.95,0.15,0.73,0.31,-0.49,0.97,0.93,101,538,50,63
0.12,0.95,0.15,1.16,0.67,-0.61,0.97,1.47,89,537,51,64
0.12,0.95,0.15,0.79,0.73,-0.37,0.97,1.14,86,537,49,61
0.12,0.95,0.15,0.98,0.49,-0.18,0.97,1.11,88,536,49,65
0.12,0.95,0.15,0.73,0.61,-0.31,0.97,1.00,81,538,51,65
0.12,0.95,0.15,0.79,0.37,-0.24,0.97,0.91,105,537,50,66
0.12,0.95,0.15,0.79,0.73,-0.18,0.97,1.10,103,536,48,61
0.12,0.95,0.15,0.67,0.67,-0.24,0.97,0.98,88,537,50,65
0.12,0.95,0.15,0.61,0.67,0.06,0.97,0.91,103,536,48,62
0.12,0.95,0.15,0.55,0.61,0.00,0.97,0.82,87,537,49,64
0.12,0.95,0.15,0.61,0.61,0.00,0.97,0.86,89,535,47,63
0.12,0.95,0.15,0.61,0.67,0.24,0.97,0.94,96,534,49,62
0.12,0.95,0.15,0.73,0.73,0.12,0.97,1.04,80,533,49,65
0.12,0.95,0.15,0.61,0.49,0.06,0.97,0.78,98,534,47,68
0.12,0.95,0.15,0.55,0.67,0.18,0.97,0.89,85,531,47,67
0.12,0.95,0.15,0.79,0.55,0.31,0.97,1.01,83,532,45,68
0.12,0.95,0.15,0.55,0.61,0.43,0.97,0.93,79,531,44,66
0.12,0.95,0.15,0.49,0.61,0.31,0.97,0.84,80,531,43,69
0.12,0.95,0.15,0.43,0.49,0.31,0.97,0.72,80,527,40,69
0.12,0.95,0.15,0.67,0.55,0.49,0.97,1.00,96,527,40,70
0.12,0.95,0.15,0.85,0.37,0.43,0.97,1.02,94,526,38,70
0.11,0.95,0.15,0.79,0.43,0.43,0.97,1.00,96,524,41,69
0.12,0.95,0.15,0.67,0.49,0.37,0.97,0.91,84,525,41,70
0.11,0.95,0.15,0.43,0.37,0.06,0.97,0.57,79,524,42,71
0.12,0.95,0.15,0.43,0.55,0.06,0.97,0.70,98,522,44,70
0.12,0.96,0.15,0.12,0.55,0.31,0.97,0.64,94,524,43,71
0.12,0.95,0.15,0.67,0.61,0.55,0.97,1.06,84,522,42,72
0.12,0.95,0.15,0.73,0.49,-0.06,0.97,0.88,83,522,42,73
0.12,0.95,0.15,0.31,0.67,0.12,0.97,0.75,101,522,40,70
0.11,0.95,0.15,0.31,0.67,0.18,0.97,0.76,90,523,42,72
0.12,0.95,0.15,0.55,0.61,0.43,0.97,0.93,108,521,39,69
0.12,0.95,0.15,0.67,0.67,0.18,0.97,0.97,86,522,42,72
0.11,0.95,0.15,0.67,0.43,0.12,0.97,0.81,80,520,38,72
0.11,0.95,0.15,0.61,0.67,0.49,0.97,1.03,83,522,42,73
0.12,0.95,0.15,0.12,0.61,0.18,0.97,0.65,93,519,40,74
0.11,0.96,0.15,0.18,0.73,0.61,0.97,0.97,86,518,40,74
0.11,0.95,0.15,0.43,0.67,0.24,0.97,0.83,89,519,38,75
0.12,0.95,0.15,0.61,0.85,-0.06,0.97,1.05,103,519,40,74
0.11,0.95,0.15,0.49,0.61,-0.06,0.97,0.78,92,518,38,75
0.11,0.96,0.15,0.61,0.67,-0.18,0.97,0.93,96,522,39,76
0.11,0.95,0.15,0.85,0.73,0.00,0.97,1.13,83,518,39,73
0.11,0.95,0.15,0.92,0.55,-0.43,0.97,1.15,103,519,41,76
0.11,0.95,0.15,0.79,1.04,-0.12,0.97,1.31,80,518,38,74
0.11,0.95,0.15,0.73,0.79,-0.31,0.97,1.12,100,522,41,75
0.12,0.95,0.15,0.55,0.31,-0.43,0.97,0.76,81,519,40,77
0.12,0.95,0.15,0.92,1.28,-0.37,0.97,1.62,79,520,41,74
0.11,0.95,0.15,0.79,0.73,-0.43,0.97,1.16,77,520,40,77
0.11,0.95,0.15,0.79,0.79,-0.31,0.97,1.16,99,518,41,74
0.11,0.96,0.15,1.10,0.85,-0.67,0.98,1.55,77,521,41,73
0.11,0.95,0.15,1.28,0.61,-0.85,0.97,1.66,103,519,40,72
0.11,0.95,0.15,0.67,0.55,-0.67,0.97,1.10,80,519,41,76
0.11,0.95,0.15,0.73,0.73,-0.43,0.97,1.12,83,523,42,73
0.11,0.95,0.15,0.73,0.67,-0.43,0.97,1.08,81,521,43,75
0.11,0.95,0.15,0.85,0.67,-0.18,0.97,1.10,83,520,43,75
0.11,0.95,0.15,0.79,0.79,0.12,0.97,1.13,80,522,43,73
0.11,0.96,0.15,0.61,0.67,0.12,0.97,0.92,100,519,43,76
0.11,0.95,0.15,0.67,0.85,0.06,0.97,1.09,104,521,44,76
0.11,0.95,0.15,0.61,0.73,-0.12,0.97,0.96,93,519,44,74
0.11,0.95,0.15,0.79,0.85,-0.06,0.97,1.17,80,520,43,75
0.11,0.95,0.15,0.31,0.61,0.06,0.97,0.69,80,520,42,76
0.11,0.95,0.15,0.67,0.79,0.06,0.97,1.04,80,517,43,75
0.11,0.95,0.15,0.43,0.67,-0.12,0.97,0.81,83,518,41,76
0.11,0.95,0.15,0.67,0.73,-15.56,0.97,15.60,99,517,41,78
0.11,0.95,0.15,0.55,0.67,-0.06,0.97,0.87,86,515,39,76
0.11,0.95,0.15,0.79,0.67,-0.06,0.97,1.04,86,519,42,76
0.11,0.95,0.15,0.79,0.73,-0.18,0.97,1.10,95,516,41,77
0.11,0.95,0.15,0.79,0.61,-0.12,0.97,1.01,83,516,41,78
0.11,0.95,0.15,0.67,0.67,0.18,0.97,0.97,88,516,39,76
0.11,0.95,0.15,0.61,0.55,0.12,0.97,0.83,97,515,37,78
0.11,0.95,0.15,0.79,0.55,0.06,0.97,0.97,99,515,36,77
0.11,0.95,0.15,0.49,0.67,0.00,0.97,0.83,88,515,39,79
0.11,0.95,0.15,0.49,0.79,0.06,0.97,0.93,92,514,39,77
0.11,0.95,0.15,0.73,0.61,0.12,0.97,0.96,94,514,35,80
0.11,0.95,0.15,0.79,0.61,0.31,0.97,1.05,103,513,37,78
0.11,0.95,0.15,0.85,0.55,0.18,0.97,1.03,82,516,37,82
0.11,0.96,0.15,0.73,0.67,-0.24,0.97,1.02,85,512,35,80
0.11,0.95,0.15,0.79,0.73,-0.18,0.97,1.10,87,515,37,81
0.11,0.95,0.15,0.61,0.67,-0.18,0.97,0.93,82,514,38,82
0.11,0.95,0.15,0.79,0.61,-0.06,0.97,1.00,91,511,38,83
0.11,0.95,0.15,0.73,0.61,-0.18,0.97,0.97,88,513,40,77
0.11,0.95,0.15,0.79,0.67,-0.18,0.97,1.06,91,514,39,80
0.11,0.95,0.15,0.79,0.67,-0.12,0.97,1.05,80,514,40,82
0.11,0.95,0.15,0.79,0.67,-0.12,0.97,1.05,95,513,36,81
0.11,0.95,0.15,0.73,0.61,-0.12,0.97,0.96,92,516,39,81
0.11,0.95,0.15,0.61,0.67,-0.18,0.97,0.93,87,514,38,81
0.11,0.96,0.15,0.92,0.73,-0.24,0.97,1.20,80,513,38,84
0.11,0.95,0.15,0.79,0.73,-0.43,0.97,1.16,85,514,39,82
0.11,0.95,0.15,0.85,0.85,-0.18,0.97,1.22,85,511,41,80
0.11,0.95,0.15,0.85,0.61,-0.06,0.97,1.05,82,511,40,80
0.11,0.95,0.15,0.67,0.79,-0.18,0.97,1.06,95,514,40,84
0.11,0.95,0.15,0.73,0.73,-0.31,0.97,1.08,97,513,41,84
0.11,0.95,0.15,0.67,0.79,-0.06,0.97,1.04,104,515,40,84
0.11,0.95,0.15,0.61,0.67,-0.24,0.97,0.94,86,513,40,81
0.11,0.95,0.15,0.49,0.55,-0.31,0.97,0.80,87,511,38,83
0.11,0.95,0.15,0.79,0.73,-0.18,0.97,1.10,83,512,41,84
0.11,0.95,0.15,0.67,0.73,-0.18,0.97,1.01,82,514,39,83
0.11,0.96,0.15,0.92,0.73,-0.24,0.97,1.20,87,511,37,81
0.11,0.95,0.15,0.98,0.73,-0.43,0.97,1.29,82,513,38,83
0.11,0.95,0.15,0.98,0.61,-0.37,0.97,1.21,99,513,42,84
0.11,0.95,0.15,0.85,0.67,-0.12,0.97,1.09,85,513,40,84
0.11,0.95,0.15,0.85,0.61,-0.12,0.97,1.06,91,514,42,83
0.11,0.95,0.15,0.73,0.67,-0.18,0.97,1.01,95,513,39,80
0.11,0.95,0.15,0.49,0.61,-0.49,0.97,0.92,88,511,40,83
0.11,0.95,0.15,0.67,0.55,-0.12,0.97,0.88,83,514,41,83
0.11,0.95,0.15,0.61,0.55,0.00,0.97,0.82,81,513,41,83
0.11,0.95,0.15,0.79,0.67,0.12,0.97,1.05,87,511,40,83
0.11,0.95,0.15,0.73,0.73,0.12,0.97,1.04,83,510,38,85
0.11,0.95,0.15,0.79,0.73,0.00,0.97,1.08,81,511,38,85
0.11,0.95,0.15,0.73,0.73,0.31,0.97,1.08,101,509,36,85
0.11,0.95,0.15,0.67,0.61,-0.06,0.97,0.91,86,510,37,85
0.11,0.95,0.15,0.55,0.92,0.49,0.97,1.17,82,509,37,86
0.11,0.95,0.15,0.24,0.79,0.31,0.97,0.88,81,505,35,85
0.11,0.95,0.15,0.49,0.98,0.67,0.97,1.28,79,506,36,85
0.11,0.96,0.15,0.43,0.67,0.55,0.97,0.97,77,502,34,87
0.11,0.95,0.15,0.43,0.73,0.31,0.97,0.90,82,504,33,87
0.11,0.95,0.15,0.37,0.92,0.37,0.97,1.05,86,503,34,88
0.10,0.96,0.15,0.67,0.85,0.18,0.97,1.10,81,503,31,88
0.11,0.96,0.15,0.85,0.79,-0.12,0.97,1.17,94,502,32,85
0.11,0.95,0.15,0.55,0.73,-0.18,0.97,0.93,83,503,35,90
0.11,0.95,0.15,0.73,0.61,-0.06,0.97,0.96,83,503,35,88
0.11,0.95,0.15,0.67,0.67,-0.43,0.97,1.04,90,503,36,88
0.11,0.95,0.15,0.85,0.73,-0.43,0.97,1.20,77,504,35,88
0.11,0.95,0.15,1.04,0.67,-0.73,0.97,1.44,94,505,35,87
0.11,0.96,0.15,0.85,0.61,-0.55,0.97,1.19,96,504,36,85
0.11,0.95,0.15,1.04,0.55,-0.73,0.97,1.38,94,505,35,89
0.11,0.95,0.15,0.92,0.67,-0.67,0.97,1.32,81,507,38,85
0.11,0.95,0.15,1.22,0.55,-0.92,0.97,1.62,98,508,36,83
0.11,0.95,0.15,0.67,0.73,-0.73,0.97,1.23,80,511,39,85
0.11,0.95,0.15,0.67,0.79,-0.43,0.97,1.12,77,508,39,85
0.11,0.95,0.15,0.67,0.55,-0.31,0.97,0.92,92,509,38,86
0.11,0.95,0.15,1.10,0.49,-0.49,0.97,1.30,80,510,40,86
0.11,0.95,0.15,0.79,0.67,-0.18,0.97,1.06,79,510,40,84
0.11,0.95,0.15,0.79,0.61,-0.31,0.97,1.05,82,509,40,85
0.11,0.96,0.15,0.92,0.73,-0.31,0.97,1.21,98,510,40,86
0.11,0.95,0.15,0.92,0.55,-0.24,0.97,1.10,83,507,38,82
0.11,0.95,0.15,0.79,0.79,0.00,0.97,1.12,83,509,38,83
0.11,0.95,0.15,0.61,0.67,-0.31,0.97,0.96,101,510,38,85
0.11,0.95,0.15,0.73,0.79,0.00,0.97,1.08,93,507,37,84
0.11,0.95,0.15,0.43,0.67,-0.31,0.97,0.85,91,507,40,86
0.11,0.95,0.15,0.85,0.67,-0.06,0.97,1.09,78,508,39,86
0.11,0.95,0.15,0.67,0.79,-0.06,0.97,1.04,82,507,38,87
0.11,0.95,0.15,0.55,0.85,0.06,0.97,1.02,77,506,38,84
0.11,0.95,0.15,0.61,0.73,0.06,0.97,0.96,79,504,37,87
0.11,0.95,0.15,0.67,0.67,0.00,0.97,0.95,94,505,37,88
0.11,0.95,0.15,0.67,0.67,0.06,0.97,0.95,74,502,36,87
0.11,0.95,0.15,0.49,0.43,-0.06,0.97,0.65,87,503,37,89
0.11,0.95,0.15,0.73,0.73,0.18,0.97,1.05,74,503,37,90
0.10,0.95,0.15,0.55,0.79,0.18,0.97,0.98,80,502,34,89
0.11,0.95,0.15,0.73,0.79,0.06,0.97,1.08,80,502,34,86
0.11,0.95,0.15,0.67,0.73,-0.12,0.97,1.00,74,501,37,88
0.11,0.95,0.15,0.73,0.67,-0.18,0.97,1.01,87,499,36,87
0.11,0.95,0.15,0.61,0.73,0.06,0.97,0.96,80,501,34,86
0.11,0.95,0.15,0.55,0.73,-0.06,0.97,0.92,77,501,36,88
0.11,0.95,0.15,0.85,0.61,0.18,0.97,1.07,76,502,37,91
0.11,0.95,0.15,0.61,0.49,-0.18,0.97,0.80,94,500,33,89
0.11,0.95,0.15,0.73,0.61,-0.12,0.97,0.96,93,499,34,93
0.11,0.95,0.15,0.61,0.73,0.06,0.97,0.96,74,500,35,92
0.10,0.95,0.15,0.92,0.73,-0.18,0.97,1.19,96,499,33,89
0.10,0.95,0.15,0.79,0.85,-0.24,0.97,1.19,86,499,34,91
0.10,0.95,0.15,0.79,0.79,-0.18,0.97,1.14,77,501,34,94
0.11,0.95,0.15,0.92,0.61,-0.12,0.97,1.11,82,500,35,92
0.11,0.95,0.15,0.67,0.55,-0.43,0.97,0.97,77,502,35,91
0.11,0.95,0.15,0.79,0.67,-0.18,0.97,1.06,80,498,33,92
0.10,0.95,0.15,0.85,0.55,-0.55,0.97,1.15,82,500,34,88
0.10,0.95,0.15,0.85,0.67,-0.37,0.97,1.15,77,500,32,90
0.11,0.95,0.15,0.85,0.73,-0.55,0.97,1.25,82,503,35,90
0.11,0.95,0.15,0.92,0.85,-0.12,0.97,1.26,76,501,36,88
0.10,0.95,0.15,0.92,0.85,-0.31,0.97,1.29,92,500,35,86
0.11,0.95,0.15,0.79,0.55,-0.37,0.97,1.03,85,500,35,91
0.11,0.95,0.15,0.85,0.73,-0.18,0.97,1.14,82,501,35,86
0.10,0.95,0.15,0.79,0.49,-0.37,0.97,1.00,97,502,36,91
0.10,0.95,0.15,1.04,0.73,-0.43,0.97,1.34,99,502,36,90
0.11,0.95,0.15,0.67,0.67,-0.24,0.97,0.98,82,502,37,88
0.11,0.95,0.15,0.73,0.67,-0.31,0.97,1.04,98,500,35,90
0.11,0.95,0.15,0.79,0.73,-0.31,0.97,1.12,94,501,37,87
0.10,0.96,0.15,0.73,0.61,-0.24,0.97,0.98,79,501,35,91
0.11,0.95,0.15,0.98,0.73,-0.24,0.97,1.24,85,503,37,88
0.10,0.95,0.15,0.73,0.61,0.00,0.97,0.95,86,504,36,91
0.10,0.96,0.15,0.79,0.55,-0.24,0.97,1.00,73,503,37,88
0.10,0.95,0.15,0.61,0.61,-0.55,0.97,1.02,76,503,38,90
0.11,0.95,0.15,0.67,0.67,-0.31,0.97,1.00,81,501,38,88
0.11,0.95,0.15,0.79,0.85,-0.31,0.97,1.21,77,502,37,86
0.11,0.95,0.15,1.10,0.61,-0.61,0.97,1.40,74,502,37,86
0.10,0.95,0.15,0.49,0.67,-0.24,0.97,0.87,80,501,35,89
0.11,0.95,0.15,0.67,0.61,0.06,0.97,0.91,74,501,38,87
0.10,0.95,0.15,1.04,0.67,-0.18,0.97,1.25,76,502,37,85
0.11,0.95,0.15,0.73,0.61,-0.43,0.97,1.04,91,502,35,89
0.11,0.95,0.15,0.55,0.85,-0.18,0.97,1.03,83,502,37,90
0.11,0.95,0.15,0.55,0.61,-0.31,0.97,0.88,85,502,34,92
0.10,0.95,0.15,0.79,0.79,0.12,0.97,1.13,94,501,37,90
0.11,0.95,0.15,0.67,0.79,-0.12,0.97,1.05,100,499,35,90
0.10,0.95,0.15,0.73,0.67,-0.12,0.97,1.00,79,501,36,88
0.11,0.95,0.15,0.85,0.67,-0.06,0.97,1.09,80,501,37,90
0.11,0.95,0.15,0.67,0.73,0.06,0.97,1.00,79,501,36,90
0.10,0.95,0.15,0.55,0.85,0.12,0.97,1.02,80,498,36,88
0.11,0.95,0.15,0.61,0.79,0.24,0.97,1.03,82,498,37,91
0.10,0.96,0.15,0.43,0.79,0.37,0.97,0.97,84,500,36,90
0.10,0.95,0.15,0.61,0.55,0.18,0.97,0.84,79,497,33,92
0.10,0.95,0.15,0.61,0.61,0.31,0.97,0.92,98,496,31,92
0.10,0.95,0.15,0.43,0.73,0.31,0.97,0.90,91,496,34,93
0.10,0.96,0.15,0.61,0.67,0.06,0.97,0.91,86,495,34,94
0.10,0.95,0.15,0.67,0.61,-0.18,0.97,0.93,77,495,34,91
0.11,0.95,0.15,0.55,0.79,-0.18,0.97,0.98,76,496,33,94
0.10,0.95,0.15,0.73,0.67,-0.06,0.97,1.00,76,493,32,91
0.10,0.95,0.15,0.79,0.61,-0.12,0.97,1.01,77,494,32,94
0.10,0.95,0.15,0.73,0.67,-0.37,0.97,1.06,88,493,33,92
0.10,0.95,0.15,0.85,0.73,-0.55,0.97,1.25,71,494,34,96
0.10,0.95,0.15,0.85,0.49,-0.37,0.97,1.05,74,495,33,94
0.10,0.95,0.15,0.73,0.73,-0.12,0.97,1.04,74,495,36,93
0.10,0.95,0.15,0.73,0.61,-0.18,0.97,0.97,79,495,36,95
0.10,0.95,0.15,0.85,0.49,-0.31,0.97,1.03,78,496,35,89
0.10,0.95,0.15,0.73,0.73,-0.31,0.97,1.08,99,495,35,92
0.10,0.95,0.15,0.73,0.67,-0.24,0.97,1.02,80,494,33,89
0.10,0.95,0.15,0.73,0.79,-0.31,0.97,1.12,75,494,34,91
0.10,0.95,0.15,1.04,0.73,-0.37,0.97,1.32,85,495,35,93
0.10,0.95,0.15,0.61,0.61,-0.49,0.97,0.99,85,496,34,93
0.10,0.95,0.15,0.85,0.67,-0.37,0.97,1.15,87,494,33,94
0.10,0.95,0.15,0.79,0.67,-0.49,0.97,1.15,93,494,33,91
0.10,0.95,0.15,1.04,0.67,-0.37,0.97,1.29,73,496,33,94
0.10,0.95,0.15,0.79,0.73,-0.12,0.97,1.09,85,494,34,94
0.10,0.95,0.15,0.61,0.67,0.00,0.97,0.91,71,496,35,92
0.10,0.95,0.15,0.85,0.61,-0.12,0.97,1.06,91,497,35,92
0.10,0.95,0.15,0.73,0.61,-0.18,0.97,0.97,76,498,37,94
0.10,0.95,0.15,0.85,0.61,-0.18,0.97,1.07,76,496,36,94
0.10,0.95,0.15,0.73,0.67,-0.18,0.97,1.01,79,495,35,90
0.10,0.95,0.15,0.92,0.73,-0.31,0.97,1.21,84,495,34,89
0.11,0.95,0.15,0.85,0.55,-0.24,0.97,1.04,84,495,33,95
0.10,0.95,0.15,0.98,0.73,-0.37,0.97,1.27,78,497,36,93
0.10,0.95,0.15,1.04,0.67,-0.49,0.97,1.33,92,496,36,92
0.10,0.95,0.15,0.79,0.67,-0.61,0.97,1.21,76,495,35,92
0.11,0.96,0.15,0.92,0.67,-0.49,0.97,1.24,74,495,34,93
0.10,0.95,0.15,0.79,0.67,-0.73,0.97,1.27,93,497,34,89
0.10,0.95,0.15,0.73,0.67,-0.37,0.97,1.06,88,497,37,91
0.10,0.95,0.15,0.67,0.61,-0.24,0.97,0.94,89,495,37,91
0.10,0.95,0.15,0.92,0.73,-0.37,0.97,1.23,79,498,35,89
0.11,0.95,0.15,0.73,0.73,-0.43,0.97,1.12,99,498,35,91
0.11,0.95,0.15,0.85,0.61,-0.18,0.97,1.07,76,497,34,89
0.10,0.95,0.15,0.92,0.73,-0.43,0.97,1.25,81,500,38,90
0.11,0.95,0.15,0.98,0.61,-0.55,0.97,1.28,82,497,36,91
0.11,0.95,0.15,0.85,0.67,-0.31,0.97,1.13,75,500,38,87
0.10,0.95,0.15,0.55,0.55,-0.18,0.97,0.80,89,497,36,89
0.10,0.95,0.15,0.85,0.73,-0.24,0.97,1.15,80,500,38,87
0.11,0.95,0.15,0.61,0.73,-0.31,0.97,1.00,84,499,36,90
0.10,0.95,0.15,0.49,0.67,-0.06,0.97,0.83,79,497,35,91
0.10,0.95,0.15,0.61,0.73,0.00,0.97,0.95,92,499,35,88
0.10,0.95,0.15,0.55,0.79,0.00,0.97,0.97,89,499,35,88
0.10,0.95,0.15,0.61,0.73,-0.12,0.97,0.96,99,497,38,92
0.10,0.95,0.15,0.49,0.79,-0.06,0.97,0.93,99,496,35,92
0.10,0.95,0.15,0.43,0.85,0.00,0.97,0.96,76,495,35,91
0.10,0.95,0.15,0.55,0.61,-0.12,0.97,0.83,94,496,35,94
0.10,0.95,0.15,0.61,0.67,-0.06,0.97,0.91,85,495,36,92
0.10,0.95,0.15,0.43,0.73,0.00,0.97,0.85,87,494,37,91
0.10,0.95,0.15,0.73,0.79,0.00,0.97,1.08,98,495,35,94
0.10,0.95,0.15,0.49,0.67,0.12,0.97,0.84,83,495,35,94
0.10,0.95,0.15,0.61,0.73,-0.06,0.97,0.96,83,495,35,94
0.10,0.96,0.15,0.49,0.61,0.06,0.97,0.78,81,494,37,93
0.10,0.95,0.15,0.67,0.67,-0.18,0.97,0.97,85,494,36,94
0.10,0.95,0.15,0.61,0.85,0.06,0.97,1.05,84,494,36,94
0.10,0.95,0.15,0.85,0.67,-0.18,0.97,1.10,90,492,34,94
0.10,0.95,0.15,0.61,0.85,-0.24,0.97,1.08,85,494,34,95
0.10,0.96,0.15,0.67,0.79,-0.31,0.97,1.08,77,494,35,94
0.10,0.95,0.15,1.04,0.55,-0.67,0.97,1.35,79,494,37,93
0.10,0.95,0.15,0.92,0.67,-0.61,0.97,1.29,76,494,35,89
0.10,0.95,0.15,0.92,0.67,-0.79,0.97,1.39,80,495,37,91
0.10,0.95,0.15,0.92,0.61,-0.49,0.97,1.20,77,496,36,94
0.10,0.95,0.15,0.79,0.67,-0.55,0.97,1.18,93,497,38,93
0.10,0.95,0.15,0.98,0.55,-0.24,0.97,1.15,80,499,38,92
0.10,0.95,0.15,0.67,0.67,-0.37,0.97,1.02,83,497,37,92
0.10,0.95,0.15,0.67,0.67,-0.37,0.97,1.02,100,495,36,94
0.10,0.95,0.15,0.73,0.73,-0.24,0.97,1.06,83,495,35,90
